review,date,stars,name,source,title
The app is full of bugsI ordered 4 items for my family on the last one the screen froze and when I closed the app reorder and paid it doubled my order and now my whole order is going to take twice as long meaning by the time it gets here everyone one is either going to be late for work or just miss out.,2022-06-15T00:23:35.000Z,2,Emily Time,productreview,The app is full of bugs
"New multiple cart/basket update ordered from wrong restaurant!!!!I put in an order for a particular restaurant and when I hit the order button it suddenly switched to and ordered from an old basket from a completely different restaurant!
I can only assume this a MAJOR bug in their new website update where it allows multiple baskets, for example if you browse one restaurant and change your mind and go to another it will save that basket in the background.
I had to go through the painful and near impossible process if contacting them to get it cancelled (which it was).",2022-06-14T03:36:52.000Z,2,Chumblybum,productreview,New multiple cart/basket update ordered from wrong restaurant!!!!
"Expecting customers to tip as they underpay their workersHave you ever wondered WHY delivery people are critical of your community? Pay your workers and don’t expect your customers to fix your problems. I don’t use Uber eats any more as it’s too expensive, tip is expected and the food arrives cold as they are doing lots of stops on the way.",2022-04-15T09:11:48.000Z,2,Johanna,productreview,Expecting customers to tip as they underpay their workers
"Ubereats delivery driver honest experienceI am writing this review as an ubereats delivery DRIVER. This is by far the most dysfunctional, slow app to work for. Not as bad as instacart, but could be better. First off, you either have to work in the morning-early afternoon or evening. If you are looking to get a decent order between the hours of 2 and 5pm forget it. You might as well download netflix and watch a film, because you will RARELY if ever get an order at the time. So now you have to either wake up super early for the morning/lunch surge or do the dinner rush from 5-9, sometime... Read more",2022-03-29T01:42:32.000Z,2,NYC Uber Walker,productreview,Ubereats delivery driver honest experience
How can drivers be allowed to cancel large food orders because they can’t figure out building numbers?Why is it that Uber eats drivers aren’t taught how street numbers work and are allowed to give up on delivering food???? Even after giving landmarks over text he cancelled. What the!,2022-03-18T21:45:20.000Z,2,Annoyed concert goer,productreview,How can drivers be allowed to cancel large food orders because they can’t figure out building numbers?
"COLD FOOD NO DELIVERY ARRIVAL ADVICECOLD Mcdonalds delivery tonight. No Arrival advised. ALL food items were STONE COLD & chips were spilt through bag. UNPLEASANT & UNACCEPTABLE !
Preparation & Pick Up was visable online - then Nothing!
NO advice as promised in ordering process of actual Delivery.
FOOD COLD & no idea if food was delivered cold or the duration of time it sat at the front door going cold.
NOT OK !",2022-03-14T07:26:49.000Z,2,Disappointed,productreview,COLD FOOD NO DELIVERY ARRIVAL ADVICE
"Ordering and not diveringHi. I'm not even sure who is responsible for this situation. It been happened several times, we are ordering food, usually after a difficult day at work, or for an occasion, we're waiting 30 min., 40 min., and after thar the order is canceled! Today we did it twice, both orders are canceled after a long waiting time! Please, if you can't manage it, tell us from the beginning! After two hours my kids still hungry and I have to go for shopping and cook something!",2022-01-28T10:01:23.000Z,2,Helen V.,productreview,Ordering and not divering
"fees fees and hidden feesphenomenal charges now. uber wants 24.50 for the order plus 2.45 service plus 5.99 delivery thats 32.94 total . Bit much for Guzman y Gomez thats 600 mts away , so I decided to get it myself. Total cost 19.90 and 10 minutes walk. So uber not only adds on a service charge and delivery They also added 4.90 onto the food cost . Total uber gets 13.04 . PS dont forget the TIP wondering now WHO gets the tip.",2022-01-19T06:44:40.000Z,2,John,productreview,fees fees and hidden fees
"recent orderWe recently, today, had a food delivery from Cassandras on the Park in St Mary's one Chicken burger and a beef burger. the beef burger was ordered without mayonnaise .ali or cheese these instructions were ignored , the burgers wee suppose to be served with chips which were not provided.
Yours Faithfully
Graham Tight",2022-01-13T04:00:17.000Z,2,Graham T.,productreview,recent order
"Markups on Restaurant PricesI found them marking up on restaurant menu prices even on pick-up orders. Eg. Thai Central, Weatherill Park. A way of being competitive with other food delivery platforms. This seems to me as a very unethical practice.",2021-11-28T09:20:43.000Z,2,BBen,productreview,Markups on Restaurant Prices
"Overpriced. Don't be fooled by the prices you see on Uber EatsWe recently ordered locally form Kolachi, Pennant Hills. Before ordering I checked the restaurant website and noticed Uber Eats adds an additional $4 on each item in the menu plus there is additional service charge and delivery charge. Our order ended up costing $40 when delivered via Uber Eats as compared to pick up from restaurant which would have cost us $29 only.
Save yourself some money and go and get the food yourself.",2021-09-20T06:08:26.000Z,2,Geo,productreview,Overpriced. Don't be fooled by the prices you see on Uber Eats
"The audacityI want it noted that I do not believe it was the resturants fault nor do I believe they should be penalised for poor food quality.
The fact that Uber Eats is making drivers do more than one order per trip and extending delivery times is what's adding to poor quality meals.
And for UBER EATS to have the audacity to charge for priority delivery is blatantly disgusting.
If you are intending on continuing this you will lose a lot of customers.
Secondly, if you are making the drivers collect multiple orders, they should have the facilities to keep food warm rather than just in paper bags.
Really disappointed with the last few deliveries, and it reflects badly on you and the restaurant, which is unfortunate.",2021-09-05T04:19:21.000Z,2,Elicia M.,productreview,The audacity
Not the worst... not the bestOut of many food delivery services available uber eats is kinda bad but far from the worst available. They know they are dominating the delivery market so they rarely offer any deals or offers of free delivery and have even got cocky enough to start charging a service fee on top of the already inflated food prices ($2-3 extra an item than if you went in person to get the food). Also it used to be really good when you could get free delivery sharing a delivery partner with someone else but the whole $20 minimum to do that and the service fee not... Read more,2021-08-15T12:24:03.000Z,2,Thomas S.,productreview,Not the worst... not the best
"Wouldn’t load visa meal cardTried several times to load prepaid debit card would not accept the fact that you cannot call up and speak with a person to talk through issue only chat via internet is the deal breaker the advice was to re install do then you lose your history and any credits built up with previous orders
Also additional charges quite high on top of delivery so then makes it harder to tip delivery person
Value fir money based on fees charged actual cafes and restaurants no issue with their prices and order always arrived on or before time",2021-08-11T07:45:40.000Z,2,Tay,productreview,Wouldn’t load visa meal card
Does not provide invoices for ordersDoes not provide invoices for orders over $82.50 which is required when claiming meal expenses for tax purposes and corporate expense claims. You are told to contact the restaurant directly to get a copy of the invoice which is just silly. Would not recommend using where you need to claim reimbursement on the meal,2021-08-06T00:25:14.000Z,2,Bryan,productreview,Does not provide invoices for orders
"missing items on menuGong Cha on Ubereats is missing items from their menu. they have a drink they have instore but missing on ubereats which should be changed because we are currently in a lockdown and I dont to go outside and risk getting sick or anything like that. no idea why its not on the menu which is ridiculous. please fix this, its very frustrating.",2021-07-22T06:16:52.000Z,2,angry customer,productreview,missing items on menu
"Absolutely DisgustedI regret writing this review, as up until now we have not had any issues. However, last night we made an order with one of our favourite small business Italian restaurants. We thought everything was fine for about 40 minutes. We were getting regular updates, payment was received and accepted etc, and then at the last minute, about an hour after we made the order we get a notification to say our order has been cancelled. Literally after we’d waited over an hour for our food and thought everything was going fine. So, with no explanation we called... Read more",2021-07-17T08:37:08.000Z,2,CKA,productreview,Absolutely Disgusted
"Food comes cold all the timeUber eat suck big time. Food comes cold few months ago drive detoured to dropped off food some else before coming to me my food was cold, uber suck big.",2021-06-30T22:41:51.000Z,2,milah,productreview,Food comes cold all the time
"Consistently Cold Food & Late OrdersAs others here have mentioned, evidently drivers are now undertaking multiple deliveries in one trip. Therefore, orders are always delayed and food cold and mangled by the time it reaches you. My pizza was all squashed along one side of its box, and recent orders have all been delivered in a similar condition. Will try some of the other services available.",2021-06-28T02:59:39.000Z,2,Lola,productreview,Consistently Cold Food & Late Orders
"Do not like double ordersUber are already the most expensive delivery app.
Yet only pay drivers the minimum.
Now doing 2 orders at once so when I finally get the order it's cold and have to wait an extra hour",2021-06-12T10:14:04.000Z,2,melissa k.,productreview,Do not like double orders
"No more Uber eats! Issues galore!We have had enough of Uber Eats delivered late because the driver has to make another delivery en route. Instead of 20 mins it takes 40 minutes or more. They are also constantly getting our address wrong,despite detailed instructions in the app. We are a front unit and they always end up in the neighbour’s driveway. One time a delivery driver ate our dinner, he was on his way and then suddenly cancelled order, Uber eats responded that it is a common thing!",2021-06-07T12:28:38.000Z,2,Tanya E.,productreview,No more Uber eats! Issues galore!
Drivers drop off other orders before delivering yoursFor the last 4 times I have ordered food using Ubereats and the driver picks up other orders before delivering mine. It takes a long time for food to arrive and when it does it is cold. I bet each customer is paying the same delivery price but not getting the same service.,2021-05-19T09:07:20.000Z,2,Frustrated customer,productreview,Drivers drop off other orders before delivering yours
"Wasted my time and moneyDespite having been quite good in the past, I was absolutely disgusted with UberEats tonight. I tried to order a dessert after a long and rather disappointing day, and the order kept being delayed by an extra ten minutes due to not being able to find a driver, up to the point where the food was going to arrive an hour after the original estimated arrival time, which is when I finally decided to cancel the order. I guess I could have kept waiting, but I figured by the time I got the food it would have been cold crap. There wasn’t even a “cancel... Read more",2021-03-16T11:54:20.000Z,2,Paige M.,productreview,Wasted my time and money
"Delivery feethe delivery fees are too expensive and I cannot get a delivery if the restaurant is little but far from my house. Also, the foods are cold when they arrive at my house",2021-01-16T01:50:31.000Z,2,fdsafdasfdas,productreview,Delivery fee
DishonestClever. Tell you that you will be refunded within 5-10 days. The case is closed before the 10 days are up and then is impossible to contact them. App deleted!,2020-12-14T23:32:37.000Z,2,Joseph V,productreview,Dishonest
No direct customer contactNo customer service email or contact number makes this a bad service. The help section does not cover all issues and we found an issue after the order was complete and we’d paid a tip so we couldn’t contact the driver . Any business that can’t provide a direct contact is off my list,2020-12-11T06:02:22.000Z,2,DanC,productreview,No direct customer contact
"Exploiting the most vulnerable workersI have previously used this service, I’m ashamed that Uber eats managed to lead the charge for food delivery services across Australia robbing vulnerable workers of their rights, and somehow, in a first world country.
Employ your workers correctly, they are not independent contractors, for most of them this is their only source of income- they are employees. Employee laws protect them in Australia.
The working conditions applied to your “employees” are a contributing cause of the high numbers of recent deaths, this irresponsibility is met b... Read more",2020-11-24T08:09:54.000Z,2,Emma P,productreview,Exploiting the most vulnerable workers
"1st time user very disappointingGot sent a voucher so thought i would give them a try. I prefer doing my own cooking then i know whats goes into it. I had a few simple requests as to make the drink not to sweet and the sauce to be on the side so i can add how much i like instead of the food drowning in sauce.
It didnt taste authentic but a store brought ready made sauce on top of that there was hardly any seafood and it was spicy which again i didn't request to spicy, on top of that the delivery guy who english was not good couldn't find address so when i got the food is was already going cold. I wouldnt use again and looking at at the reviews here says alot about the service.",2020-11-20T11:00:39.000Z,2,Sydney,productreview,1st time user very disappointing
"Sadly unreliableIn the past few months, orders have been delivered to other addresses or have had missing items. They have also often been cancelled, a while after the driver has accepted but before they head to the restaurant. I understand that issues arise but the frequency with which this occurs suggests that they accept before thinking it through. In all cases we were refunded but that surely cannot be sustainable.",2020-11-14T14:25:10.000Z,2,Mark F.,productreview,Sadly unreliable
Double dippingUber has started to do a lot of shared deliveries where they are sending multiple orders to drivers while charging full price on delivery and delivering food that's not as fresh.,2020-11-07T03:14:41.000Z,2,Alan,productreview,Double dipping
"Wouldn't recommendUber eats have always had some pretty great service. They're usually on time, the foods nice and you would always walk away satisfied but lately every order I've received has been cold, late and just not satisfying. Wouldn't recommend to any of my friends anymore as when you do file a complaint they just refuse to get back to you.",2020-10-14T01:29:41.000Z,2,Brandon,productreview,Wouldn't recommend
"Food was delivered quick, but borderline coldI had ordered a small meal, it came in about 10-15 minutes although the food came pretty much cold. The goods I had purchased tasted as if it had been sitting under a warm light for over 40-50 minutes.",2020-10-06T04:34:51.000Z,2,natalie,productreview,"Food was delivered quick, but borderline cold"
"Loved this until I had a terrible experienceI loved this app at first. It was so convenient, and especially for someone like me who is unable to drive. However, I have had bad experiences with this app one too many times now, the latest of which has seriously put me off.
Last night, I put in an order at 6:30pm and was given a delivery ETA of 7:15pm. Anyway, just before 7:15pm rolled around, I was told there would be delays--that's fine; no problem. The delays became longer and longer.
At 7:30pm--one hour after I placed the order and 15 minutes late of the original ETA--my order was cance... Read more",2020-10-06T04:00:40.000Z,2,Erin,productreview,Loved this until I had a terrible experience
"Food never arrived, Useless DriverNever showed up, mostly like eat the food for himself, Uber eats should cancel he's account and block him, as it wasn't very professional on he's side as a worker, can't believe he has 97% score as a good delivery driver should be %0",2020-09-07T08:34:43.000Z,2,Aleks,productreview,"Food never arrived, Useless Driver"
"Customer service is c lackingVery hard to contact any one at Uber eats
I have paid good money for delivery on a couple of occasions and items of food missing and you can't get anyone to deliver the missing items even though you paid for the delivery . It becomes the customer problem if you don't get all the items you've ordered . If you want them ( like why would you order them if you didn't) you are expected to make another order of something(And pay for that ) so they can give you the missing items and pay another delivery fee . I was also advised with the last order I made with a missing item , that I may be entitled to a refund , though there is not guarantee. Interesting business model .",2020-09-03T10:44:51.000Z,2,Kelly,productreview,Customer service is c lacking
Employees don't check the receipted itemsFirst time user. The young girl did not deliver 6 donuts or the hash brown. Missing from the order. For some reason. You'll suddenly jump to 5 stars if the pickup person checks the order is correct before they leave the restaurant. At least I was refunded using the Uber missing item form.,2020-08-31T01:24:19.000Z,2,Sue,productreview,Employees don't check the receipted items
"Disappointing. Cold foodOrder arrived cold, due to uber doubling up on deliveries. Order should have been dropped off to our premise first (as we were on the way) instead it was delivered further and then doubled back. Currently reheating our meal. Disappointing",2020-08-29T03:28:28.000Z,2,w81,productreview,Disappointing. Cold food
"Forgetful and ColdMy order contributed to being, two large thick cut chips with a bacon deluxe burger. I did not receive the thick cut chips, only one of the two. Although i did receive my burger. All was cold.",2020-07-14T05:17:06.000Z,2,Emma G.,productreview,Forgetful and Cold
"UBER as a Partner in food deliveryThe good thing is that one can work the hours an days we wish, no strings attached and they pay religiously every Tuesday night.
Now the bad and the ugly: the app hangs continuously, sometimes it is a nightmare, especially when it happens between a double delivery, causing unwanted delays to the customer, who normally blames the messenger and rates thumbs down. The map is not updated, I’ve send dozens of communications giving Uber the mistakes they do in areas where u-turn is forbidden, crossing the road is too, places where there is no r... Read more",2020-07-06T18:29:00.000Z,2,Serious driver,productreview,UBER as a Partner in food delivery
"I am a Driver and Customer Uber EatsWell, where to start. Due to COVID, I started working as a driver for uber eats. I am shocked! Really bad app, there is no instant support. ""The number"" that you call in the app says: sorry write to us. Unbelievable! Longways for a short distance and I cannot change it because the app goes in confusion and then says route unavailable, so I HAVE TO cancel the deliveries. NO Money for me and more waiting for the customers, Thanks to the APP! I wrote a lot of emails about multiple issues with the app. When they answer you, you are unsatisfied. The problem is always my phone. NO WAY! My data? Better do not talk about that. I am going to GIVE UP soon.",2020-06-17T05:27:06.000Z,2,DanilaN,productreview,I am a Driver and Customer Uber Eats
"Don’t expect supportThe app is relatively easy to use, no better or worse than other food delivery services. If you make a mistake or need assistance with an order made however, there will be no support available. There is no phone contact so the only option is to wait a few hours for a chat response (usually too late to resolve).",2020-05-11T11:25:51.000Z,2,Cassandra,productreview,Don’t expect support
"Unpredictable serviceFailed deliveries more than once, bad customer service more than once. This explains the whole bad experience for me using Uber eats in Australia. Not sure how drivers/ riders are selected. Order was marked as “completed” a few times when the food didn’t even come. Even had a help team telling me that she do not know how to help and don’t know what to do. You must be kidding me to hire someone that doesn’t know how to do her job.",2020-04-26T08:06:46.000Z,2,Chris,productreview,Unpredictable service
"Stop being arrogant and fix your reputation!Similar issues with some of the others. They used to be good though a few years ago, then they got cocky. The worst thing for my case recently is their customer service, who seem to have been trained to pretend to care and simply reply using scripted responses to dismiss the issue or any refund request that is not part of their manual. If you keep getting these types of responses instead of answering your actual question, then you might as well forget about getting anywhere with these robots: ""We appreciate you taking the time to let us know yo... Read more",2020-04-19T15:09:06.000Z,2,WV X.,productreview,Stop being arrogant and fix your reputation!
"Two for the app itself, -2 for the serviceI used Uber Eats for the first time tonight. The food arrived 25 minutes late and stone cold. The restaurant (Nando’s Kotara NSW) didn’t think it was necessary to label two different wraps do you could tell which was which, at a time when we’re all trying not to handle anything unnecessarily. Totally underwhelming experience. I’ll go back to fast food outlets that have home delivery down pat after this- like Dominoes Pizza.",2020-04-04T08:32:29.000Z,2,Sushisnake,productreview,"Two for the app itself, -2 for the service"
"Unecessessarily complicatedApp was unecessarily complicated- useless. Didn't get my $30 discount either.
Food was great, thanks to the restaurant . Quick and successful delivery, thanks to the driver.
Won't use the app again though.",2020-03-28T10:37:46.000Z,2,Scooterchick,productreview,Unecessessarily complicated
"About the driverThe driver is bad service, I already told him to wait me for a minutes, I was going down. When I’m reach, he keep saying he waiting for so long, keep saying gave him a good review.And the food is damaged! Service is too bad !",2020-03-24T00:04:01.000Z,2,Sze,productreview,About the driver
"Just frustrated at thisI ordered a meal from McDonald's in my local area through Uber eats, when my meal arrived the medium sprite had made its way from the cup all through my order, making a mess not only of my meal, which really frustrates me but also into my house all the way to the kitchen sink.",2020-03-02T02:08:53.000Z,2,john,productreview,Just frustrated at this
"Customer service and care lackingWas good and used to respond to complaints (such as missing items from orders that you pay for), but now they couldn't care less and send generic emails in response. Their prices also seem to be more than when you compare the same restaurant and dishes on other apps. I have stopped using them as well as Uber in general as I am no longer satisfied with their service or customer care....things which used to impress me about them.",2020-02-14T19:58:16.000Z,2,Sarina,productreview,Customer service and care lacking
"Usable but flawed; unprofessional in some respects, and poor customer serviceI use Uber Eats regularly, and while there are occasionally minor problems, it usually works out pretty well. Recently I ordered two burritos from Zambrero and only one arrived. I called the restaurant, and they said they'd try to have the rest of the order redelivered. They called Uber Eats, and Uber Eats then called me. This all happened fairly quickly, which was good, because I had a guest over for lunch and she was waiting to eat until my order arrived.
However, they don't actually deliver the rest of your original order, you have to plac... Read more",2020-01-25T22:00:43.000Z,2,Emma,productreview,"Usable but flawed; unprofessional in some respects, and poor customer service"
"They won't let me enter my addressCan't even use this service anymore as they won't let us enter our address. Even if we enter it, the company's defective software then erases what we have written, putting in an wrong alternative address or leaving parts of it out, leading to some very angry Uber couriers and deliveries to the wrong address. Used to use it occasionally and mostly it was good and reliable, even if the drivers were poorly paid. Not any more.",2019-12-23T03:50:04.000Z,2,annazianna,productreview,They won't let me enter my address
UberEATS does not deliverI have been disappointed with the food delivered by UberEATS from restaurants I have tried before. What is delivered by UberEATS has been of poor quality. Today I got food from Oscar's Grill St Ives - the food was stale. I was tried this restaurant before and their food is good. What I got was old stale food. VERY DISAPPOINTED.,2019-12-05T10:25:42.000Z,2,goodshopper,productreview,UberEATS does not deliver
"The good, the bad and the ugly14 months delivering
1-the good: religiously payment every tuesday
2-the bad: application fails constantly and the navigator is out of date, full of mistakes and errors, 1/3 of real fares not paid because of it
3-the ugly:
A-useless support, responses taken from data base, most of the time have nothing to do with the problem presented, impossible to talk with someone, all via app
B-Uber doing nothing to update app, navigator and solve problems",2019-12-02T05:23:26.000Z,2,Carlo Ferraro,productreview,"The good, the bad and the ugly"
"Higher fees n no promo codes for existing customersSince the app update all the delivery fees went up, now menulog is cheaper option.... if u gonna lift ur fees up have some promo codes running, u put up codes for new customs, how about look after ur existing ones...",2019-08-01T04:56:35.000Z,2,Mirza K.,productreview,Higher fees n no promo codes for existing customers
Drivers need to be trained properlyI like the concept of food deliveries from gourmet restaurants across Brisbane. Uber eats as become a family name within all households... but my problem lies with your drivers. They lack the communication the care factor the work ethic and The sheer decency to handle the food with respect and pride. E.g Pizzas delivered in a sloppy mess because a simple task of making sure the pizza is flat when handled fails. It’s not just the food that’s a mess drivers never seem to want to come to the door. Always calling to come out or simply standing at m... Read more,2019-06-29T13:25:47.000Z,2,Unhappy consumer,productreview,Drivers need to be trained properly
"Every time I orde5 from uber rsts something is missing or wrongI love uber eats as a take away as it provides a lot of options, but literally every time I order at the weekend our order is wrong. Wether it be missing items or incorrect items which is very frustrating week upon week. E.g. even uber eats with McDonalds is missing a cheese burger or we order a meat feast pizza and receive a margarita pizza, or our vietnamese order is missing an item. Perhaps it is just my bad luck but it doesn't seem to matter what the restaurant or order but every time through uber eats something is incorrect.",2019-06-29T11:11:53.000Z,2,Loubrown,productreview,Every time I orde5 from uber rsts something is missing or wrong
"Bad recent experienceI get the potential for problems with having a middle man between the person who orders and the person who makes the food but this is unacceptable. When I first placed the order with Uber Eats, the app told me the food was being made and ETA would be 45 minutes from order time. It was a large order so I thought fine, I can wait. Then just before I'm meant to get my order, I get an update saying my order was still being made and would now arrive 55 minutes from order time. Starting to get impatient but still ok to wait. Then I get another update... Read more",2019-06-05T04:57:55.000Z,2,FLG,productreview,Bad recent experience
location for deliveryi’ve always been able to order maccas from my local store then one day the option to order maccas vanished and i just thought that the server was down at maccas so i waited a week and it still wasn’t working so i decided to change my address to a house further down the street and maccas came up as an option. i’m absolutely frustrated with the fact that they can only deliver to the first 16 houses in my street and then that’s it i’ve always had it delivered to me until now.,2019-05-08T00:47:31.000Z,2,Rochelle D.,productreview,location for delivery
"Delivery restrictionsWe only live about a 5 minutes drive away from the closes Mc Donald’s and only a 2 minutes drive from Hungary jacks ( which they won’t dliever too) but uber eats is still saying we live to far away!!! I would even pay a taxie money to get my Maccas and deliver it to me. Sort your stuff out uber eats.. just because I live in Hackham doesn’t mean I don’t deserve late night snacks, you’ll probably make more money of people living in the ghettos then people living in port noarlunga who are gonna grab a kale smoothie and some beetroot chips over that! Sort ya stuff out. Let down yet again",2019-05-04T16:37:37.000Z,2,Emma P.,productreview,Delivery restrictions
"Need change on order formatI've ordered some food on UberEats website.
My deliver address showed up wrong automatically after payment .
I've called the restaurant I've ordered from couldn't help me at all instead told me to contact UberEats.
They gave me a phone number of UberEats after hang up on me once.
I called UberEats, sounded like skype call not connecting well, answers half seconds later of my speak from another country. Felt very uncomfortable but solved the problem.
I have asked to give my feed back to change the website ordering format to be able to see or... Read more",2019-03-30T13:01:15.000Z,2,mielcosmico,productreview,Need change on order format
"Use this service regularly! - Life savingLatest Edit:
Have since had terrible experiences with Ubereats. It seems all of their customer service is now automated computer generated replies and it doesn't matter what you type or say. You will get the same response back and then they eventually stop replying to messages completely.
Also it seems their ETA Times for delivery are also really inaccurate and misleading at times.
Have forwarded my chatlogs to my lawyer to review, as they breached their contract and failed to deliver goods and services as described.
Original review:
Such a... Read more",2019-03-24T23:11:59.000Z,2,Jim N.,productreview,Use this service regularly! - Life saving
"Wrong order/delivery feeAfter having problems with the restaurant I decided to call Uber Eats myself. While the customer service from them was great, on the first call the attendant told me she would add a $5 credit for my next order (as I had to order an item twice because of a mistake from the restaurant and didn't want to pay the delivery fee again because of their mistake). I ordered the item again, but I did not get the $5 discount. Called Uber Eats again and they told me all they could do was to make sure they'd add the $5 for the next time. The problem is, I don't use Uber Eats THAT often, and I ended up paying $10 delivery fee on the same night, simply because of a mistake the restaurant made.",2019-03-15T13:28:39.000Z,2,Ana Pires,productreview,Wrong order/delivery fee
"Money hungryUber eats delivery drivers I’ve always found great and quite nice. How ever Uber eats themselves and some policies they have are arrogant, rude & just money hungry not at all working for the customers benefit. If you’re order is cancelled, yep they take your money then send ‘it’ll be returned in a few days don’t worry’ great so I’ve spent the money and have nothing in my belly to show for it. I wouldn’t have an issue with this if they returned my money in the m same time it took for them to take it but no takings easy, being fair is not.",2019-03-04T07:37:12.000Z,2,Cdl,productreview,Money hungry
"Check this outOrdered pizza from my favourite restaurant and they sent a girl on a bicycle that couldn’t carry pizzas. Look how they arrived.
She delivered the pizza with an apology and instructions on how to get a refund which we promptly received.
Why she thought she could complete this delivery successfully is beyond belief.",2019-02-22T11:58:51.000Z,2,Mdd,productreview,Check this out
"The process if things are wrong is terribleFood was delivered but missing a burger. Contacted the restaurant and was told that I need to contact Uber Eats for refund or redelivery. Followed the process through the app and ""we will review within 24 hours"". No option to take corrective action. I have never been happy with the entire Uber concept, this was the first time I used Uber anything, and it will be the last.",2019-02-13T08:55:57.000Z,2,Trav A,productreview,The process if things are wrong is terrible
"Potential, but a growing problemWhat started as a brilliant idea, coupled with convenience for customers like myself, is becoming a growing problem. I call to the attention of all parties involved, as this problem if not very quickly addressed, focused on a long term solution, will bring the outcome of any business, to complete failure.
I can only imagine a great number of negative reviews, resulting from ‘hangry’ customers who never received their delivery or food. This is my attempt to write a fair review. Bearing in mind, I have repeated the same order and patiently wai... Read more",2019-01-29T14:41:45.000Z,2,Jacinta,productreview,"Potential, but a growing problem"
2 many problems that haven't been resolvedI have had two hiccups with my orders where they have never arrived and still had been charged for it or waiting for my order to be made and cancels and gets charged for it a week later cause of the pending hold of money up to 10 days blah blah. Like one mistake and no resolution what ever but 2 it gets really annoying and leaves you feeling robbed twice. Was offered $10.00 off ny next order which I also didnt get. Won't be supporting such a big chain if they can't in turn resolve there problems. To many support help people but never once could any of those people help get my money back.Show details,2019-01-10T05:08:40.000Z,2,Ri Ri,productreview,2 many problems that haven't been resolved
"What’s the purpose of Uber Eats if it fails to deliverThe last three deliveries have failed from two different restaurants that have previously delivered to me on several occasions.
Two out of these three failed deliveries happened with two different restaurants on the same night, one due to rain and the next damaged on the way over.
The third delivery attempt today resulted in the restaurant advising that on this occasion our address was too far away (unlike the last three previous times they had delivered to me).
I now have $15 in credits for these failed deliveries but what is the point of the credits if Uber Eats is unable to complete a delivery successfully.
Unfortunately these restaurants are letting the Uber Eats brand down without accountability, I’m very disappointed.Show details",2018-12-28T00:28:22.000Z,2,Bec,productreview,What’s the purpose of Uber Eats if it fails to deliver
"The app with major issuesThe app is having serious issues, either not letting me open the app or when it finally does it won’t see location (when it is clearly turned on in settings). Highly frustrating! I have tried delateing and re downloading the app several times as well has hard resetting my phone several times. Can you please fix these issues ASAP as I will simply move onto other software such as deliveroo and menulog. ThanksShow details",2018-12-28T00:23:36.000Z,2,Emily g,productreview,The app with major issues
"Missing foodI ordered food from the mihi tavern for my partner and I. Lots of food was missing I called the mihi tavern and they confirmed it with the chef that all the food was sent. They said this has happened before and said to contact ubereats. I cant find a number for ubereats.
I spent over 60 dollars.
I've heard lots of problems but this is the first time happening to me.Show details",2018-12-19T06:26:19.000Z,2,Jade,productreview,Missing food
"Food 1 hour old, refund takes 6-10 days - Uber staff uslessI used uber a few times, it was good, but today it took almost 2 hours from order placed to delivered, the order was cooked on time, the driver did not pick it up for about 1 hour, the GPS just said 15 min over and over, the staff at the food shop said the driver did not answer the phone and did not pick up, but when he did, they happily gave him the old food that had been sitting around for about 1 hour. I called Uber and they could do nothing, For a company that takes 30% , they should be able to see when the food was picked up, be able to co... Read more",2018-12-16T06:40:10.000Z,2,Skye H,productreview,"Food 1 hour old, refund takes 6-10 days - Uber staff usless"
They cancelled my orderThey cancelled my order from ciao Italia Nedlands western Australia for no reason !! It was at 9:15pm so too late to reorder. And no reason why !!! Not happyShow details,2018-12-13T15:00:02.000Z,2,Bernadette 888,productreview,They cancelled my order
Supposed to be easy. Very annoyingI spent half an hour trying to log into my account on the app and it wouldn’t let me. It wouldn’t let me add payment which was an uber easy card. Was a very frustrating cycle and I don’t use Uber anymore and this definitely makes me not want to use it again.Show details,2018-11-14T06:08:14.000Z,2,Sarah,productreview,Supposed to be easy. Very annoying
"1 Restaurant option availableI understand that during peak times Ubereats will lower the distance a driver is able to drive to deliver but one option is just not good enough, I have now moved to deliveroo who have every single option uber eats have and MORE, with no 'currently unavailable' crap. I was a loyal Ubereats customer until now, that I realise Deliveroo is far superior. Poor form UberEats, I don't even live in a remote area at all, 1 option is absolutely ridiculous!!Show details",2018-10-30T05:32:50.000Z,2,Ben,productreview,1 Restaurant option available
"They are definitely getting more expensive and slowerSo when they started they were a lot better and cheaper but recently the prices have gone to $40-$60 for two people.
Now in the rain i never use uber eats. The time to get food is easily 30mins shorter than what the uber eats app tells you when it's raining. In fact twice now i have had orders simply cancelled after waiting 45 mins.
Once I called the restaurant and said hey where is the order they say well we have been waiting here for a driver for 30 mins!
I use the other apps when i canShow details",2018-10-12T06:13:12.000Z,2,danny,productreview,They are definitely getting more expensive and slower
Can't contact Ubereats!!Our Ubereats order that was delivered was completely wrong!! Obviously got someone elses order. I tried to find a number for Ubereats to get this fixed and after searching the app for ages finally found a number that kept disconnecting after a few rings. On the app they have a section to give feedback on a wrong order - but why would I just write something when I've wasted $45 on food I can't eat and want it rectified immediately?? Why do they make it so hard to contact them in a situation such as this? Last order we made we had to wait over an hour for a restaurant that was 15 mins away. Ubereats has gone downhill rapidly lately - I doubt I'll be using them again.....Show details,2018-10-08T11:10:05.000Z,2,Jodie,productreview,Can't contact Ubereats!!
