stars,cleaned_text,sentiment
1,"['company', 'biggest', 'set', 'delinquent', 'employ', 'delinquent', 'driver', 'either', 'sit', 'outside', 'waste', 'time', 'decide', 'deliver', 'delay', 'food', 'multiple', 'hour', 'cheap', 'low', 'quality', 'standard', 'low', 'quality', 'driver', 'returned', 'month', 'thinking', 'surely', 'company', 'carnt', 'continue', 'decline', 'trust', 'hour', 'waiting', 'food', 'different', 'driver', 'decided', 'could', 'bothered', 'food', 'came', 'flat', 'cold', 'allergic', 'gurkins', 'specially', 'said', 'gurkins', 'guess', 'load', 'food', 'went', 'bin', 'support', 'delinquent', 'driver', 'give', 'textbook', 'answer', 'window', 'note', 'pad', 'copy', 'paste', 'answer', 'incapable', 'independent', 'hope', 'company', 'new', 'director', 'better', 'control', 'standard', 'however', 'would', 'expect', 'next', 'yearsdo', 'ruin', 'night', 'picking', 'company', 'ignore', 'offeres', 'pay', 'extra', 'go', 'eat']",negative
1,"['taking', 'long', 'went', 'customer', 'service', 'man', 'really', 'rude', 'understanding', 'happens', 'writing', 'local', 'mp']",negative
1,"['time', 'missing', 'item', 'phone', 'tell', 'refund', 'missing', 'item', 'system', 'wo', 'let', 'ask', 'complaint', 'address', 'refuse', 'give', 'use', 'place', 'user', 'ubereats', 'courier', 'definition', 'company', 'would', 'known', 'scam']",negative
1,"['member', 'one', 'due', 'delivery', 'fee', 'related', 'fee', 'problem', 'one', 'pay', 'fee', 'actually', 'pay', 'one', 'member', 'one', 'say', 'one', 'member', 'pay', 'fee', 'charged', 'fee', 'contacted', 'customer', 'service', 'several', 'time', 'requested', 'fee', 'refunded', 'asking', 'custumer', 'service', 'answer', 'several', 'time', 'day', 'nothing', 'therefore', 'canceled', 'membership', 'recommend', 'fraudulent', 'one', 'anyone']",negative
1,"['disgrace', 'unreliable', 'slow', 'turn', 'honest', 'burger', 'chiswick', 'never', 'arrived', 'jan', 'make', 'impossible', 'find', 'happened', 'deleted', 'account', 'company', 'faceless', 'unaccountable', 'multinational', 'food', 'via', 'never', 'get']",negative
1,"['could', 'give', 'star', 'would', 'delivery', 'seafresh', 'twickenham', 'yesterday', 'evening', 'never', 'arrived', 'went', 'website', 'complain', 'response', 'driver', 'tried', 'call', 'waited', 'min', 'photo', 'sent', 'parcel', 'left', 'random', 'street', 'sent', 'screen', 'grab', 'phone', 'record', 'showing', 'called', 'picture', 'front', 'door', 'path', 'bore', 'resemblance', 'driver', 'left', 'food', 'coming', 'brick', 'wall', 'lost', 'pensioner', 'feel', 'truly', 'aggrieved', 'money', 'taken', 'cover', 'incompetence', 'compounded', 'false', 'claim', 'bot', 'response']",negative
1,"['something', 'last', 'night', 'asda', 'whole', 'received', 'incorrect', 'ive', 'tried', 'explain', 'agent', 'via', 'message', 'sorry', 'like', 'trying', 'get', 'child', 'gave', 'also', 'stick', 'one', 'worth', 'hassle', 'go', 'asda', 'self', 'future']",negative
1,"['month', 'ago', 'paid', 'treat', 'granddaughter', 'daughter', 'ubereats', 'account', 'since', 'attempted', 'fraud', 'card', 'new', 'card', 'november', 'charged', 'time', 'takeaway', 'fortunately', 'gone', 'paypal', 'got', 'refund', 'error', 'old', 'card', 'saved', 'account', 'although', 'said', 'save', 'bank', 'account', 'charged', 'transaction', 'christmas', 'eve', 'call', 'fraud']",negative
1,"['could', 'give', 'star', 'would', 'dollar', 'steak', 'waaaaaay', 'overcooked', 'pasta', 'dry', 'next', 'sauce', 'completely', 'inedible', 'tried', 'contact', 'support', 'picture', 'load', 'talk', 'person', 'dollar', 'still', 'hungry', 'guess', 'weed', 'good', 'delivery', 'place', 'bad', 'man', 'customer', 'service', 'suck']",negative
1,"['thief', 'steal', 'money', 'good', 'customer', 'service', 'solve', 'problem', 'trust']",negative
1,"['dont', 'use', 'time', 'using', 'messed', 'complained', 'customer', 'service', 'refused', 'refund', 'said', 'dont', 'use']",negative
1,"['send', 'people', 'wrong', 'address', 'numerous', 'time', 'supervisor', 'contact']",negative
1,"['delivered', 'within', 'min', 'window', 'delay', 'min', 'meant', 'min', 'wait', 'completed', 'driver', 'never', 'arrived', 'receive', 'refunded', 'ability', 'able', 'contact', 'speak', 'issue', 'extremely', 'disappointed', 'extremely', 'let', 'never', 'use']",negative
1,"['double', 'charged', 'mum', 'practically', 'price', 'meant', 'charged', 'half', 'missing', 'tried', 'talking', 'delivery', 'person', 'walk', 'awful', 'really', 'went', 'downhill', 'idk', 'changed', 'recommend']",negative
1,"['time', 'kept', 'increasing', 'contacted', 'restaurant', 'said', 'food', 'ready', 'long', 'time', 'waiting', 'driver', 'contacted', 'driver', 'would', 'speak', 'kept', 'saying', 'waiting', 'food', 'take', 'minute', 'even', 'restaurant', 'pick', 'avenue', 'complain', 'customer', 'service', 'bot', 'saying', 'garbage', 'terrible', 'get', 'away', 'try', 'delivered', 'see', 'hate']",negative
1,"['using', 'quite', 'sometime', 'even', 'one', 'currently', 'recent', 'totally', 'disaster', 'put', 'instruction', 'section', 'clearly', 'flat', 'located', 'however', 'rider', 'still', 'find', 'flat', 'anyway', 'explained', 'phone', 'minute', 'still', 'manage', 'find', 'flat', 'minute', 'talking', 'phone', 'said', 'come', 'get', 'f', 'king', 'food', 'near', 'said', 'mcdonald', 'minute', 'walk', 'flat', 'due', 'rain', 'late', 'hour', 'leave', 'house', 'babysitting', 'little', 'daughter', 'anyway', 'main', 'reason', 'app', 'otherwise', 'would', 'walk', 'buy', 'end', 'phone', 'conversation', 'said', 'come', 'get', 'f', 'king', 'gon', 'na', 'take', 'back', 'hang', 'phone', 'cancelled', 'contact', 'app', 'joke', 'side', 'story', 'told', 'driver', 'tried', 'contact', 'make', 'sure', 'update', 'phone', 'number', 'keep', 'phone', 'near', 'sent', 'screenshot', 'minute', 'talk', 'phone', 'live', 'agent', 'ridiculously', 'said', 'thing', 'even', 'sure', 'reading', 'message', 'properly', 'get', 'food', 'charged', 'dont', 'mind', 'money', 'way', 'treat', 'customer', 'acceptable', 'last', 'make', 'sure', 'family', 'use', 'app', 'please', 'also', 'give', 'little', 'instruction', 'driver', 'manage', 'find', 'property', 'need', 'swear', 'phone', 'customer', 'addition', 'pay', 'food', 'deliver', 'front', 'door', 'selected', 'app', 'meet', 'front', 'door', 'choose', 'option', 'meet', 'somewhere', 'town']",negative
1,"['ubereats', 'sent', 'someone', 'else', 'food', 'refused', 'refund', 'go', 'standard', 'even', 'though', 'presented', 'proof', 'vegetarian', 'brought', 'food', 'containing', 'meat', 'could', 'become', 'ill', 'consuming', 'customer', 'service', 'ai', 'generated', 'sends', 'templated', 'answer', 'stole', 'nearly', 'research', 'sound', 'like', 'regularly', 'happens', 'customer', 'never', 'use', 'service', 'edit', 'reaching', 'customer', 'service', 'day', 'day', 'hung', 'treated', 'like', 'trash', 'eventually', 'get', 'refund', 'call', 'reach', 'time', 'app', 'still', 'never', 'use', 'service']",negative
1,"['last', 'grocery', 'mess', 'last', 'one', 'today', 'delivery', 'guy', 'left', 'everything', 'flor', 'hi', 'took', 'picture', 'told', 'check', 'would', 'need', 'throw', 'away', 'half', 'bought', 'told', 'nothing', 'cab', 'done', 'posted', 'contacted', 'refunded', 'thank', 'guy', 'helping']",negative
1,"['yet', 'ruined', 'night', 'delivering', 'food', 'wrong', 'house', 'taking', 'money', 'insisting', 'tried', 'contacting', 'u', 'minute', 'leaving', 'taking', 'blurry', 'dim', 'photo', 'sent', 'u', 'one', 'knocked', 'door', 'dog', 'go', 'crazy', 'time', 'heard', 'nothing', 'call', 'received', 'mean', 'nothing', 'get', 'away', 'terrible', 'disappointing', 'service', 'still', 'bloody', 'using', 'anymore', 'hey', 'one', 'customer']",negative
1,"['received', 'wrong', 'reached', 'someone', 'could', 'deal', 'passed', 'someone', 'else', 'never', 'hurd', 'nothing', 'back', 'contact', 'basically', 'send', 'look', 'like', 'automated', 'message', 'saying', 'entitled', 'kind', 'refund']",negative
1,"['hope', 'message', 'find', 'well', 'writing', 'express', 'extreme', 'dissatisfaction', 'recent', 'experience', 'service', 'approximately', 'placed', 'app', 'delivery', 'dismay', 'food', 'never', 'arrived', 'despite', 'estimated', 'delivery', 'time', 'passed', 'waited', 'patiently', 'sign', 'delivery', 'driver', 'strangely', 'app', 'indicated', 'successfully', 'delivered', 'far', 'truth', 'left', 'frustrated', 'add', 'dismay', 'charged', 'undelivered', 'find', 'utterly', 'unacceptable', 'charged', 'service', 'rendered', 'expected', 'demand', 'immediate', 'investigation', 'matter', 'prompt', 'resolution', 'request', 'refund', 'full', 'amount', 'charged', 'understand', 'unforeseen', 'circumstance', 'may', 'occur', 'communication', 'key', 'simple', 'notification', 'explanation', 'delay', 'would', 'urge', 'take', 'swift', 'action', 'rectifying', 'issue', 'restore', 'trust', 'please', 'respond', 'promptly', 'step', 'taking', 'address', 'matter', 'process', 'attention', 'matter', 'look', 'forward', 'timely', 'resolution']",negative
1,"['food', 'delivery', 'nearly', 'left', 'thieving', 'scum', 'part', 'flat', 'delivery', 'driver', 'ca', 'understand', 'number', 'deliver', 'job']",negative
1,"['food', 'money', 'wish', 'bankruptcy']",negative
1,"['kfc', 'app', 'delivered', 'stone', 'cold', 'emailed', 'kfc', 'care', 'pas', 'buck', 'give', 'number', 'contact', 'could', 'hardly', 'understand', 'call', 'handler', 'due', 'poor', 'broken', 'english', 'strong', 'indian', 'accent', 'gave', 'tried', 'next', 'day', 'told', 'hour', 'passed', 'cant', 'help']",negative
1,"['writing', 'complain', 'tried', 'meal', 'restaurant', 'told', 'end', 'could', 'accepted', 'directly', 'restaurant', 'shortly', 'restaurant', 'called', 'u', 'say', 'received', 'identical', 'called', 'u', 'clearly', 'duplicate', 'cancelled', 'sent', 'email', 'saying', 'cancelled', 'however', 'restaurant', 'started', 'preparing', 'food', 'charging', 'full', 'amount', 'plus', 'delivery', 'paid', 'cancelled', 'decided', 'use', 'card', 'detail', 'held', 'taxi', 'account', 'take', 'money', 'clearly', 'food', 'prepared', 'restaurant', 'kindly', 'called', 'u', 'assume', 'pocketed', 'lot', 'using', 'deceitful', 'people']",negative
1,"['least', 'every', 'awful', 'experience', 'rest', 'plain', 'unpleasant', 'absolutely', 'customer', 'service', 'kind', 'long', 'waiting', 'time', 'pay', 'extra', 'hope', 'getting', 'warm', 'even', 'hot', 'food', 'still', 'high', 'chance', 'cold', 'food', 'con', 'promising', 'goodwill', 'arrives', 'latest', 'estimated', 'time', 'said', 'time', 'change', 'every', 'minute', 'cancelling', 'without', 'apology', 'explanation', 'refusing', 'refund', 'cold', 'food', 'damaged', 'without', 'explanation', 'list', 'go', 'reason', 'delete', 'account', 'age', 'ago', 'paid', 'annual', 'one', 'membership', 'determined', 'get', 'something']",negative
2,"['use', 'mcdonald', 'app', 'food', 'use', 'food', 'baged', 'collected', 'tracked', 'food', 'driver', 'took', 'joy', 'ride', 'drove', 'back', 'mcdonald', 'collected', 'driver', 'arrived', 'house', 'cold', 'complain', 'mcdonald', 'say', 'thir', 'fault', 'unber', 'unber', 'tell', 'wo', 'give', 'refund', 'within', 'thire', 'time', 'frame', 'would', 'give', 'mcdonald', 'star', 'write', 'review', 'give', 'star', 'never', 'use', 'mcdonald', 'unber', 'add', 'insult', 'pay', 'dilvery', 'paid', 'tip', 'stung', 'thesis', 'rip', 'merchant']",negative
1,"['daughter', 'mcdonald', 'driver', 'messaged', 'asking', 'delivery', 'direction', 'forwarded', 'direction', 'food', 'saying', 'delivered', 'food', 'calling', 'ubereats', 'lady', 'spoke', 'useless', 'asked', 'speak', 'manager', 'told', 'driver', 'fault', 'even', 'though', 'receive', 'food', 'entitled', 'refund', 'driver', 'attempted', 'find', 'u', 'absolutely', 'disgusting']",negative
1,"['useless', 'word', 'total', 'mess', 'company', 'help', 'fix', 'problem', 'raised', 'dispatcher', 'still', 'ghost', 'driver', 'notification', 'top', 'got', 'txt', 'email', 'space', 'day', 'even', 'replied', 'stop', 'notification', 'txt', 'thease', 'people', 'need', 'either', 'shut', 'australia', 'forced', 'improve', 'support', 'driver', 'stage', 'even', 'making', 'minimum', 'wage', 'accc', 'toy', 'allowing', 'country']",negative
1,"['useless', 'hour', 'half', 'wait', 'freezing', 'cold', 'food', 'thrown', 'bin', 'offered', 'refund', 'never', 'using', 'company']",negative
1,"['placed', 'today', 'receiving', 'email', 'promo', 'code', 'stating', 'get', 'first', 'entered', 'promo', 'code', 'placed', 'canceling', 'first', 'honoring', 'promo', 'still', 'charging', 'full', 'amount', 'called', 'support', 'find', 'receiving', 'email', 'morning', 'placing', 'promo', 'code', 'deactivated', 'morning', 'til', 'noon', 'already', 'reading', 'offer', 'would', 'expire', 'smh', 'sure', 'ubereats', 'going', 'totally', 'understand', 'chance', 'hacked', 'target', 'scam', 'guy', 'scammer', 'ubereats', 'ripping', 'could', 'possibly', 'loyal', 'potential', 'customer']",negative
1,"['never', 'placed', 'grocery', 'asda', 'went', 'payment', 'immediately', 'taken', 'minute', 'later', 'told', 'asda', 'said', 'called', 'direct', 'cancel', 'lie', 'trying', 'get', 'help', 'unhelpful', 'help', 'centre', 'like', 'trying', 'get', 'blood', 'stone', 'go', 'facebook', 'publicly', 'share', 'predicament', 'started', 'take', 'notice', 'asked', 'share', 'call', 'history', 'could', 'see', 'called', 'asda', 'cancel', 'absolute', 'cheek', 'eventually', 'refunded', 'stood', 'ground', 'accused', 'thieving', 'halfwits', 'absolutely', 'disgraceful', 'service']",negative
1,"['dissatisfied', 'service', 'received', 'issue', 'issue', 'never', 'seem', 'resolve', 'anytjing', 'recently', 'food', 'delivered', 'contacted', 'told', 'issue', 'call', 'restaurant', 'restaurant', 'tried', 'blame', 'never', 'got', 'money', 'back', 'understand', 'driver', 'employed', 'problem', 'care', 'customer', 'care', 'money', 'evident', 'lack', 'customer', 'service', 'extremely', 'hard', 'get', 'contact', 'anyone', 'customer', 'service', 'absolute', 'trash', 'definitely', 'transitioning', 'different', 'app', 'never', 'using']",negative
1,"['would', 'give', 'zero', 'could', 'ubereats', 'several', 'time', 'last', 'year', 'couple', 'month', 'ago', 'placed', 'realised', 'missed', 'side', 'dish', 'cancelled', 'first', 'called', 'restaurant', 'make', 'aware', 'placed', 'second', 'larger', 'restaurant', 'within', 'minute', 'restaurant', 'aware', 'refunded', 'first', 'today', 'seen', 'explanation', 'saying', 'refund', 'due', 'restaurant', 'already', 'started', 'preparing', 'total', 'rubbish', 'restaurant', 'one', 'regular', 'local', 'place', 'simply', 'increased', 'change', 'bunch', 'thief', 'even', 'complaint', 'procedure', 'told', 'waiting', 'phone', 'minute', 'customer', 'service', 'would', 'highly', 'recommend', 'use', 'justeats', 'much', 'decent', 'phone', 'line', 'call', 'something', 'go', 'wrong', 'refund', 'policy', 'escalating', 'credit', 'card', 'company', 'post', 'widely', 'social', 'medium', 'hope', 'taking', 'note', 'ubereats']",negative
1,"['disgusting', 'customer', 'service', 'mcdelivery', 'find', 'driver', 'food', 'arrived', 'almost', 'hour', 'prepared', 'resolve', 'offer', 'call', 'centre', 'overseas', 'read', 'atrocious', 'script', 'state', 'cold', 'food', 'perfectly', 'acceptable', 'long', 'delivered', 'minute', 'food', 'prepared', 'acceptable', 'meet', 'food', 'hygiene', 'standard', 'reheat', 'quality', 'issue', 'item', 'missing', 'paid', 'nobody', 'want', 'help', 'say', 'mcdonald', 'mcdonald', 'say', 'big', 'lesson', 'use', 'spread', 'word', 'trading', 'standard', 'contacted', 'plus', 'bank']",negative
2,"['painfully', 'slow', 'every', 'action', 'took', 'age', 'got', 'offered', 'promo', 'accepted', 'eventually', 'trying', 'pay', 'decided', 'longer', 'valid', 'took', 'nearly', 'hour', 'one', 'good', 'thing', 'tracking', 'delivery', 'even', 'two', 'fee', 'top', 'service', 'something', 'else', 'felt', 'like']",negative
1,"['poor', 'delivery', 'service', 'driver', 'leaving', 'item', 'restaurant', 'poor', 'customer', 'service', 'food', 'arrive', 'day', 'ago', 'still', 'resolved', 'ca', 'even', 'get', 'reply', 'half', 'time', 'deleting', 'app']",negative
3,"['used', 'love', 'driver', 'tried', 'double', 'charge', 'popped', 'tipping', 'section', 'automatically', 'decided', 'tipping', 'amount', 'constantly', 'attempted', 'take', 'bank', 'account', 'bank', 'blocked', 'card', 'fraudulent', 'activity', 'contacting', 'try', 'resolve', 'issue', 'told', 'pay', 'tip', 'amount', 'ca', 'use', 'fraud']",neutral
1,"['basically', 'scammed', 'placed', 'never', 'got', 'delivered', 'also', 'proof', 'driver', 'however', 'refusing', 'refund', 'customer', 'advisor', 'unhelpful', 'communicate', 'via', 'saved', 'response', 'reported', 'waiting', 'action', 'take', 'absolutely', 'ridiculous', 'using']",negative
5,"['food', 'delivered', 'early', 'good', 'temperature', 'tasty', 'happy', 'everything']",positive
1,"['unacceptable', 'service', 'placed', 'december', 'driver', 'never', 'showed', 'delivered', 'app', 'submitted', 'delivered', 'money', 'deducted', 'immediately', 'contacted', 'support', 'log', 'issue', 'december', 'received', 'confirmation', 'email', 'stipulating', 'issued', 'refund', 'expect', 'money', 'refunded', 'within', 'business', 'day', 'followed', 'yesterday', 'january', 'due', 'fact', 'money', 'paid', 'yet', 'sent', 'email', 'saying', 'assist', 'due', 'fact', 'complaint', 'hour', 'processed', 'trying', 'explain', 'situation', 'email', 'keep', 'saying', 'assist', 'closing', 'communication', 'line', 'way', 'getting', 'touch', 'like', 'one', 'sided', 'communication', 'line', 'authority', 'take', 'money', 'without', 'providing', 'proper', 'service', 'unacceptable', 'insane']",negative
5,"['thankful', 'ubereats', 'delivers', 'food', 'restaurant', 'delivery', 'driver', 'temporarily', 'wheelchair', 'bound', 'helped', 'lot']",positive
1,"['absolutely', 'disgusting', 'service', 'driver', 'arrived', 'damaged', 'leaking', 'product', 'asked', 'return', 'ooen', 'door', 'tonfund', 'thatbhe', 'left', 'item', 'outside', 'front', 'door', 'spillage', 'bag', 'included', 'mop', 'area', 'bleach', 'wish', 'could', 'upload', 'image', 'took', 'definitely', 'unprofessional', 'behaviour']",negative
5,"['great', 'service', 'easy', 'use']",positive
5,"['great', 'service', 'time', 'food', 'still', 'hot']",positive
1,"['company', 'take', 'money', 'literally', 'deliver', 'happens', 'give', 'way', 'contact', 'anybody', 'except', 'driver', 'obvious', 'reason', 'pick', 'phone', 'sure', 'ate', 'food', 'deliver', 'money', 'going', 'back', 'skip', 'dish', 'trustworthy', 'company']",negative
1,"['placed', 'hour', 'ago', 'nit', 'received', 'seems', 'taken', 'money', 'placed', 'way', 'contacting', 'put', 'complaint', 'keep', 'asking', 'im', 'placed', 'taken', 'money', 'want', 'money', 'back', 'finally', 'managed', 'speak', 'someone', 'informed', 'complaint', 'department', 'within', 'whats']",negative
1,"['inflate', 'price', 'food', 'delivery', 'cost', 'profit', 'making', 'service', 'worse', 'thing', 'go', 'wrong', 'offer', 'terrible', 'communication', 'pathetic', 'compensation', 'non', 'producer', 'needed']",negative
5,"['great', 'success']",positive
1,"['trust', 'card', 'information', 'grocery', 'delivery', 'never', 'got', 'due', 'delivery', 'person', 'got', 'attitude', 'follow', 'direction', 'went', 'ubereats', 'get', 'refund', 'purchase', 'never', 'received', 'ease', 'first', 'got', 'back', 'shortly', 'got', 'notification', 'pending', 'spend', 'actually', 'obviously', 'due', 'item', 'available', 'went', 'got', 'notification', 'came', 'came', 'account', 'anyone', 'know', 'math', 'left', 'came', 'add', 'together', 'deducted', 'refund', 'first', 'person', 'spoke', 'put', 'hold', 'minute', 'someone', 'else', 'picked', 'call', 'everything', 'went', 'left', 'tried', 'discredit', 'receipt', 'able', 'prove', 'wanted', 'argue', 'say', 'wrong', 'called', 'back', 'little', 'later', 'someone', 'actually', 'try', 'help', 'get', 'resolved', 'keep', 'mind', 'information', 'private', 'one', 'else', 'outside', 'investigation', 'missing', 'fund', 'transaction', 'well', 'wo', 'using', 'company', 'ever', 'beyond', 'sickening', 'treat', 'customer', 'using', 'service', 'save', 'headache', 'seek', 'mean']",negative
1,"['honestly', 'worse', 'putting', 'account', 'restriction', 'refunding', 'never', 'arrived', 'restaurant', 'listed', 'page', 'phone', 'number', 'connected', 'waited', 'hour', 'said', 'completed', 'received', 'nothing', 'picture', 'prove', 'still', 'get', 'reimbursement', 'still', 'awaiting', 'supervisor', 'call', 'never']",negative
1,"['well', 'happy', 'first', 'rant', 'ubereats', 'fraud', 'rip', 'add', 'markup', 'top', 'merchant', 'price', 'add', 'service', 'charge', 'delivery', 'charge', 'yet', 'listed', 'item', 'missing', 'refuse', 'refund', 'excuse', 'find', 'apparently', 'policy', 'state', 'guarantee', 'merchant', 'providing', 'condiment', 'listed', 'item', 'literally', 'attempted', 'explain', 'time', 'customer', 'extra', 'condiment', 'dip', 'missing', 'listed', 'part', 'menu', 'never', 'received', 'ubereats', 'fraud']",negative
1,"['received', 'gift', 'card', 'created', 'account', 'put', 'gift', 'card', 'tried', 'app', 'wo', 'let', 'call', 'customer', 'service', 'numerous', 'time', 'jumped', 'hoop', 'still', 'issue', 'complaint', 'escalated', 'supposed', 'hear', 'back', 'within', 'hr', 'happened', 'tried', 'call', 'customer', 'service', 'put', 'hold', 'hung', 'hold', 'gift', 'card', 'substantial', 'amount', 'like', 'able', 'use', 'tried', 'ordering', 'website', 'app', 'pick', 'delivery', 'even', 'different', 'restaurant', 'always', 'get', 'error', 'message', 'problem', 'detected', 'please', 'refer', 'app', 'help', 'well', 'app', 'help', 'looked', 'everywhere', 'would', 'known', 'would', 'like', 'would', 'traded', 'door', 'dash', 'gift', 'card', 'almost', 'week', 'tried', 'really', 'understanding', 'ridiculous']",negative
5,"['starving', 'individual', 'food', 'good', 'food', 'welcome']",positive
1,"['received', 'food', 'missing', 'half', 'ie', 'burger', 'call', 'restaurant', 'go', 'directly', 'message', 'say', 'call', 'connected', 'top', 'asking', 'ton', 'photo', 'prove', 'telling', 'truth', 'service', 'go', 'get', 'food', 'family', 'hour', 'weather', 'also', 'pay', 'food', 'never', 'arrived', 'hat']",negative
1,"['stay', 'clear', 'food', 'new', 'year', 'eve', 'driver', 'sat', 'outside', 'wrong', 'house', 'couldnt', 'drive', 'drink', 'daughter', 'messaged', 'driver', 'saleem', 'saleh', 'saw', 'message', 'still', 'took', 'food', 'home', 'eat', 'according', 'rassams', 'refund', 'apology', 'repotimg', 'south', 'yorkshire', 'police', 'stealing']",negative
1,"['never', 'arrived', 'mcdelivery', 'mcdonald', 'app', 'delivered']",negative
1,"['food', 'arrived', 'cold', 'phoned', 'complain', 'first', 'person', 'spoke', 'refused', 'acknowledge', 'complaint', 'food', 'cold', 'covered', 'coke', 'bag', 'leaking', 'coke', 'speak', 'manager', 'unhelpful', 'felt', 'need', 'advise', 'pay', 'food', 'replace', 'food', 'delivered', 'cold', 'soggy', 'could', 'believe']",negative
5,"['food', 'came', 'earlier', 'expected', 'driver', 'issue']",positive
5,"['reliability', 'efficiency', 'delivery', 'good', 'people']",positive
1,"['food', 'took', 'age', 'get', 'driver', 'turn', 'baring', 'mind', 'far', 'work', 'place', 'left', 'delivery', 'instruction', 'meet', 'outside', 'called', 'driver', 'kept', 'ending', 'call', 'note', 'also', 'added', 'come', 'inside', 'work', 'stood', 'outside', 'waiting', 'went', 'inside', 'clearly', 'check', 'note', 'happy', 'ordering']",negative
1,"['plain', 'terrible', 'waiting', 'hour', 'constant', 'time', 'change', 'update', 'cancelled', 'ment', 'nice', 'new', 'year', 'lunch', 'daughter', 'wo', 'use', 'recommend']",negative
1,"['wonder', 'could', 'explain', 'cost', 'ordering', 'takeaway', 'went', 'much', 'christmas', 'period', 'went', 'child', 'going', 'charge', 'kebab', 'went', 'directly', 'takeaway', 'delivery']",negative
5,"['timely', 'delivery', 'pleasant', 'person', 'good', 'experience']",positive
1,"['absolute', 'shocking', 'placed', 'mcdonalds', 'breakfast', 'different', 'people', 'assigned', 'delivering', 'cancelled', 'called', 'customer', 'service', 'person', 'end', 'phone', 'keep', 'saying', 'sorry', 'hear', 'sorry', 'hear', 'sorry', 'hear', 'charged', 'something', 'refund', 'take', 'working', 'day', 'help', 'ordering', 'food', 'guess', 'told', 'sorry', 'hear', 'company', 'whole', 'shocking', 'time', 'happened', 'either', 'also', 'driver', 'completely', 'mess', 'delivery', 'drop', 'gave', 'food', 'drop', 'completely', 'denied', 'massive', 'difference', 'price', 'bum', 'end', 'food', 'turn', 'cold', 'food', 'turn', 'covered', 'drink', 'ever', 'phone', 'complain', 'say', 'sorry', 'hear']",negative
1,"['even', 'deserve', 'star', 'delivery', 'driver', 'even', 'turn', 'pick', 'message', 'say', 'cancelled', 'driver', 'turn', 'absolute', 'joke', 'company', 'waited', 'hour', 'notified', 'u', 'cancelled', 'disgusting']",negative
1,"['never', 'would', 'ever', 'placed', 'never', 'arrived', 'saying', 'cant', 'get', 'refund', 'shame']",negative
1,"['hi', 'karen', 'insaine', 'mencer', 'againuber', 'bad', 'bristol', 'uk', 'bad', 'coming', 'delivery', 'enemy', 'erineu', 'tell', 'proper', 'knob', 'head', 'service', 'food', 'absolutely', 'starving', 'even', 'eat', 'open', 'satisfy', 'customer', 'think', 'love', 'next', 'time', 'better', 'open']",negative
5,"['wonderful', 'delivery', 'experience']",positive
1,"['terrible', 'mcdonald', 'delivery', 'delivering', 'mcdonald', 'app', 'tracking', 'driver', 'could', 'clearly', 'see', 'map', 'stopped', 'local', 'supermarket', 'dropping', 'food', 'delayed', 'delivery', 'food', 'arrived', 'cold', 'inedible', 'contacted', 'mcdonald', 'said', 'contact', 'refund', 'contacted', 'rude', 'said', 'matter', 'driver', 'parked', 'minute', 'shopping', 'food', 'arrived', 'deadline', 'explained', 'food', 'cold', 'result', 'useless', 'said', 'nothing', 'could', 'eat', 'cold', 'never', 'got', 'resolved', 'meaning', 'wasted', 'food', 'eat', 'terrible', 'around']",negative
2,"['run', 'lot', 'good', 'promos', 'often', 'apply', 'correctly', 'customer', 'support', 'time', 'absolutely', 'abysmal', 'lot', 'like', 'due', 'combination', 'two', 'issue', 'offer', 'high', 'rating']",negative
1,"['work', 'restaurant', 'driver', 'constantly', 'show', 'costing', 'u', 'money', 'customer', 'food', 'always', 'cold', 'driving', 'force', 'slave', 'labour', 'west', 'disgusting', 'company']",negative
1,"['company', 'negligencei', 'recently', 'food', 'gogo', 'pizza', 'sent', 'wrong', 'item', 'also', 'tried', 'getting', 'money', 'refunded', 'raising', 'dispute', 'ubereats', 'unfortunately', 'dispute', 'acknowledged', 'request', 'refund', 'ignored', 'unhappy', 'service', 'received']",negative
3,"['convenient', 'driver', 'arrived', 'early', 'food', 'still', 'hot', 'fresh', 'downside', 'supposed', 'get', 'special', 'promotion', 'first', 'use', 'service', 'believe', 'received', 'promotion', 'see', 'applied', 'receipt', 'would', 'five', 'honored', 'promotion']",neutral
5,"['even', 'make', 'priority', 'delivery', 'food', 'come', 'timely', 'manner', 'mention', 'driver', 'always', 'courteous', 'nothing', 'missing', 'food', 'prepared', 'asked', 'food', 'also', 'piping', 'hot', 'got', 'happy', 'service']",positive
