review,name,state,stars,date,source
"I made an order for groceries. My order did NOT have the paper receipt included. While putting away my groceries I realized three items were missing. Got on their chat feature and after having to talk to three reps I’m told they refunded me for the items. Fast forward the next day. I notice that they had given me a smaller pie than I had ordered but still charged me for the bigger pie. I also noticed that instead of refunding me what they said they would they CHARGED me that amount. I get back on the chat feature and go thru all the issues. Not only did I supply a list of all the issues, I took pics showing the charges on PayPal and my bank account. The rep addressed only part of the issue and when I went to explain that she said “since you didn’t except my offer I will remove it and this chat is over” and closed the chat! I was furious! More",Tawny,"Eugene, OR",1,"November 29, 2022",Consumer Affairs
"I had ordered food from a restaurant through Uber Eats, I had tipped the driver, the driver dropped off my order at another location and my food was tampered with and opened and items were stolen from my order. I contact customer support many times and they refuse to redeliver or refund my order. I provided Uber eats with evidence that my order was stolen and dropped off somewhere else. They do not care and will not help.",Karen,"Everett, MA",1,"November 28, 2022",Consumer Affairs
"This is very disappointing after having a long history of being an Uber Eats customer. Late Thanksgiving I placed an order that immediately I realized would arrive too late, I proceeded to cancel immediately. To my surprise, I find that they charged my account anyway. So, I contacted support to request a refund and was told they wouldn't refund my money. No explanation. No alternative. No apology. No credit. NADA. Uber Eats stole my money.",Bernice,"Clermont, FL",1,"November 26, 2022",Consumer Affairs
"If I’m refunded my money back for something that the restaurant forgot, y’all can’t make someone accept Uber Cash, that’s bullying. Then make it hard to get your money back, it took almost a hour to get through to someone, they got it set up to basically take your money, what can one buy with five dollars, it’s just illegal, change supposed to go back to the original payment, which was my credit card and when using Uber in the past, it tells you the trip, after trip over, they charge your call. THIEVERY IS ALL I CAN SAY✅, also at end of chat they tell me they forwarded my complaint and wait for a email from another department, this world is over with, everyone EVIL.",Strokemanent,"Detroit, MI",1,"November 18, 2022",Consumer Affairs
"I've had it with Uber Eats and Doordash!!! Been ordering for 4 years, spent thousands on food and FEES and was told I can't get any more refunds!!! What? Ordered from a restaurant, spent $65, of which $15.08 was for upcharges on the price of the food and other fees and .99 delivery. They forgot my bacon and I was charged 3.99 plus tax for it. When I called UE they said they can't give me a refund. What!! I wasn't asking for all, just the item I didn't get. Why not get your money back from the restaurant? How is it that I can pay for food that I didn't receive and be okay with it? More",Kim,"Austell, GA",1,"November 15, 2022",Consumer Affairs
Opened account after getting $25 Gift Card. 1st attempt with promo offer got cancelled and Customer Service can’t explain why and told to pay without and get refund after-how can you trust that if they couldn’t even help??! 2nd attempt was for pick-up. Halfway there and received notice restaurant cancelled order with no explanation. Their app doesn’t even provide option to review frustrating experiences for restaurant or business operations.,A,"Lake Hiawatha, NJ",1,"November 11, 2022",Consumer Affairs
"I ordered a couple of times from Uber eats. It was pretty expensive, but okay in a pinch. Tonight I waited more than 2 hours, at which time they credited my account $10 for my inconvenience. 30 minutes later, they canceled my order because they didn't have enough drivers. So, I waited more than 2.5 hours for no food to feed my family. I'm never going to use them again.",Carolyn,"Chantilly, VA",1,"November 4, 2022",Consumer Affairs
"I ordered food on Saturday, immediately realized I placed it with the wrong location, so canceled it right away. Placed it again with the right location. The first order showed canceled so I assumed I wasn’t paying for that order. I happened to look at my credit card history today Thursday as my balance appeared wrong. I noticed that I was billed for the canceled order, so I reached out to customer support to advise. They apologized and said that there is nothing they can do as it was past 48 hours to dispute. It was only by chance that I looked at my credit card history but normally I review once a month when I receive the statement. So now I am out $131.55.",Gordon,"North Vancouver, Other",1,"November 3, 2022",Consumer Affairs
"Not only was the order already scheduled to be delivered 54 minutes from order, but the order was also delayed past the latest time of arrival. 2:20 pm was scheduled, 2:50 pm at the latest. No doubt the food will be cold. Why give a driver more orders than they can handle? I'm watching the map, and this driver is driving all over the map. I guess I'll have to stick with Doordash.",Juan,"Twentynine Palms, CA",1,"October 31, 2022",Consumer Affairs
Hi so I just want to note that Uber eats is horrible. I ordered food from my local restaurant and never received my order. The order had shown as delivered in the app but never made it to me. I reached out to customer service in which all of the people are offshore and are liars. I would not recommend this company. I was out of 80.00 for food that was never delivered and never issued a refund.,D.,"Oklahoma City, OK",1,"October 24, 2022",Consumer Affairs
"Uber Eats is the worse. 2nd time I received the wrong order and they can't contact driver. Only give a refund. Ordered crab legs, shrimp and corn for 2 and got a box of french fries instead. You have to pay a high service fee, then a delivery fee and they expect you to give 20% to the driver for the worse service ever. What friggin joke this company is.",Glenn,"Lakeland, FL",1,"October 16, 2022",Consumer Affairs
"I used to really like UberEats but they’ve gone downhill. I normally order Starbucks for my grandpa who has stage four cancer every other week to cheer him up with his favorite drinks/desserts and have for a very long time. The one time I use the app for myself, to order some groceries from Target when I was on vacation, and the order arrived horribly messed up. She gave me several wrong items and several items were missing. I asked for Organic and got all generic and nonorganic items. I got charged for all the items I did not get at all and got charged for the higher brand name and organic items despite not getting them. I complained to UberEats about it and they treated me like a liar, despite the fact I never ask for order refunds until now and have used them for years. I plan to use a different app now instead because of how horribly UberEats treated me.",Shannon,"Indian Rocks Beach, FL",1,"October 10, 2022",Consumer Affairs
"Bought Uber gift card through third party. Redeemed code and it was applied to my acct. as UBER CASH. Though it shows as available balance, I was told it's not an accepted payment method any longer 5 minutes after redeeming it. Won't give voucher or refund. They insist I get refund from third party, makes no sense. They accepted and redeemed gift card, how can it not be an accepted form of payment? It's their gift card and it's now in their account. I can't use it and third party did their job, obviously, why would they be responsible for refund if the gift card was redeemed by Uber? I've contacted them several times and they don't even bother reading my messages as at first I was getting canned responses, now NO RESPONSE.",Sonia,"Clovis, CA",1,"October 7, 2022",Consumer Affairs
This is the worst customer service I have ever seen in my life and I'm old so that is saying a lot. I got this first time users coupon in my email for 25.00 off Uber Eats so I decided to try it. I went to the site. Started placing an order and the coupon never showed in the cart. So before placing the order I contacted customer support. They actually argued with me. Asked me to send 2 screen shots because apparently the first 1 with the coupon on it was not good enough. They needed to see all of the email which made no sense. Then once I sent it to them they said they never got the first 1 so I sent both in the same email and they said they never got that. After an hour and a half of going through all of ** BS I told them to forget it. I would order through Grubhub. More,Paetra,"Alvarado, TX",1,"October 6, 2022",Consumer Affairs
"So because I have had issues with Uber Eats in the past, they denied my refund for an order that took 2 hours to arrive and when it did, the boxes were melted together, the fried pickles were out of the box and at the bottom of the bag, the lids on some of the items were melted and leaked and poured out of the containers. The rep said that according to their policy they could not refund me due to numerous complaints. Well, if my food would arrive as it should there wouldn't be complaints. I told them to provide where the policy is located and the rep would not provide. She just kept sending me the same message over and over to every response I had. More",Heather,"Rockmart, GA",1,"October 6, 2022",Consumer Affairs
"My wife has been going through surgeries and treatments for breast cancer and several of our friends gave us Uber Eats gift certificates, to help feed my family of 5. EVERY single time I've ordered from Uber Eats, there have been issues... ""We can't process your order at this time"" or other error messages. Contacting Uber Eats customer service is a joke. I even contacted the restaurants to see if there was anything they could do on their end and they advised that they have continual issues with Uber Eats. At a time when we need no additional stress or frustration in our lives, Uber Eats has certainly contributed its fair share. I cringe now when someone sends us Uber Eats certificates, which is sad to say because it's supposed to be happy gesture, but I know it's going to result in me spending WAY more time than it should, trying to order my family a simple meal. I wish I had the ability to leave a No Star rating, because Uber Eats does not even deserve one star.","Andrew ,","Saint Petersburg, FL",1,"October 4, 2022",Consumer Affairs
"I should have taken the hint not to have anything to do with Uber after 2 of my credit cards were compromised with dozens of fraudulent Uber charges a year ago before I discovered them and reported the fraud. I started using Uber Eats for the last 8 months and apart from the usual food coming stone cold most of the time, there has been only a few occasions where the order never made it, or the bag was dropped spilling the contents into a mess in the bag. But this last debacle takes the cake. More",Albert,"Manotick, ON",1,"August 30, 2022",Consumer Affairs
"My husband ordered from Uber Eats because it showed a promotion that was 40% off up to $15. It applied to our order and showed the price of $28. However after checking our account we were charged the full price. After reaching out to customer support Laiba this is what was said ""I can understand your concern, and I really want to make things right for you, but due to certain limitations imposed on my system, therefore, I am unable to make any adjustment to this order. "" After I said this was false advertising and I wanted to speak to a manager I was told ""We are extremely sorry for the inconvenience caused by your recent purchase. I am unable to transfer the chat to the supervisor. However, I will be sure to highlight this incident to our managerial team."" And the chat was closed. More",Toi,"Port Richey, FL",1,"August 29, 2022",Consumer Affairs
"I have used Uber Eats a lot, so much that someone thought adding extra charges wouldn't make a difference. It didn't until I received my bank statement. I have 10 different charges in one day. This happened multiple times.",Fernando,"Madison, AL",1,"August 20, 2022",Consumer Affairs
"** cherry Slurpee from 7/11 bought a week ago and sent my wife to the ER where she been and now Uber taking their sweet time to figure out what to do. Well my wife still in the hospital due to that Slurpee. Doctor says someone put ** in it. Really cool the people y'all hire and now y'all have by the end of today to figure something out or I'm calling my lawyer and sue Uber for everything. My wife sick in the hospital, missing work and all y'all doing sitting on your **.",Terra,"Lansing, MI",1,"August 6, 2022",Consumer Affairs
I placed a grocery order they put a hold on my bank account for the order total. The person who picked the order out did not get the correct size of some items and so the order was less than the amount they placed the hold for. Three adults later they took the hold amount off my account and not the actual amount of the order. They claim they can't give me my money back because I didn't notify them of the wrong amount in 48 hours. Shouldn't they know what the order amount ended up coming out too. They owe me more than $10.00 and they are trying to blame the store. I have a receipt which says what the order totaled. They end the chat and don't let you respond.,Mary,"Folcroft, PA",1,"August 5, 2022",Consumer Affairs
"UberEats has the worst customer service I've ever experienced. They continue to mess up their deliver orders; I constantly receive the wrong order. I have photos to prove that the order was not mine. When I speak with their agents over chat, they provide automated messages saying that they're ""looking into a resolution"". I went through two ""chat agents"" since they abruptly cancel chats without a resolution, and the third agent that I try to get in touch with cancels the chat before even trying to help. More",Anthony,"Casselberry, FL",1,"February 28, 2022",Consumer Affairs
"I ordered Wendys through Uber Eats last night, $82 order. Only got half the order 8 out of 16 items. Driver didn't knock, left on porch. Customer service was nonexistent and rude. Refunded $24 and a $5 Uber Eats cash. Still had no food. This is the 3rd strike with them, will never use again. Everyone from driver to customer service was totally unprofessional. Why should I pay delivery and tip when I didn't receive most of my order. Then customer service texted me 9 times until almost 2am asking me to rate my customer service experience. Absolutely ridiculous.",Lisa,"Knoxville, TN",1,"February 15, 2022",Consumer Affairs
"I ordered from Hibachi and Wings in Chattanooga. I forgot to adjust an order and clicked back before it processed. It said either items were already removed. So I ordered the correct thing. Yes, I made the mistake of accidentally ordering something but before it went through I went back. When my food was delivered. They had given me 2 orders. One I cancelled and the one I ordered. Got charged for the one I cancelled. It literally said, ""items have been removed."" I get in touch with support and they said since I got my food they can't do anything about it. What total bull crap. When it says the items were removed. What is one to expect? Except, the items were removed. I don't know they were bringing the food I stopped ordering. This company is full of crap. I will not use them again and warn others about using it. They don't want to help and could care less about your opinion. Use another company.",Sammy,"Cleveland, TN",1,"February 7, 2022",Consumer Affairs
"I was overcharged on the tip they made… I was overcharged on the tip, they made up a number higher than I gave and they refused to help me. I didn’t get information until an hour later. They said it’s too late to make any changes. I am furious.",Mark,"Milford, CT",1,"January 17, 2022",Consumer Affairs
I will never go through Uber Eats again. They have screwed me. First I ordered food. My total with tip was around $28 and I was charged almost $43. I was paying $9.99 so I wouldn't be charged delivery when I ordered from certain places. They still charged me partial delivery fee when it said it was $0 delivery fee. My rent check almost bounced because they took too much money out. I canceled my account with them so I wouldn't be charged $9.99 again by them. They just charged me again this month. You can't call and talk to a human being. I have sent like 20 text and emails to them to try to get a refund and have not gotten one. It looks like I'm going to have to cancel my bank account and open a new one so they stop taking money out. They will steal from you.,Amy,"Peoria, IL",1,"January 8, 2022",Consumer Affairs
"My suggestion, use DoorDash or Grubhub. Uber Eats is not worth the trouble and aggravation when they deliver the wrong food, or the order is incomplete or it shows up late and cold. They are not worth the trouble to call and wait 15 or 20 minutes to get a rep on the phone to say, ""I’ll refund the order but you have to reorder it if you want it."" Plus giving you a coupon for $5.00 off your next purchase. They are not worth the trouble when there is other competition out there that is doing it better than Uber Eats. So my suggestion is use another company.",Andrew,"Kissimmee, FL",1,"January 8, 2022",Consumer Affairs
Ordered something from Applebee’s and did not receive drinks. Called Applebee’s and they said drivers don’t like to wait and left it there. Called Uber Eats number and told high volume calls and they hung up. Very poor service from both.,Carrie,"Cedar Falls, IA",1,"January 7, 2022",Consumer Affairs
"Food was delivered cold and Uber Eats say they can’t do anything about that. $30.00 down the drain. I won’t order through Uber Eats again for me to receive cold food and reheat it, I couldn’t enjoy the meal. When we pay for services it should be provided as it should be.",Eroc,"Brandon, FL",1,"January 4, 2022",Consumer Affairs
"I have ordered a lot from Uber eats but recently they have changed their policies that is anti customer service. First let me let you know my last to delivers took 1 hour and 45 minutes. I worked for Pizzahut in college and we prided ourselves to get delivery to you in thirty min but if it was a hour we would discount your food. I find all the deliver service are take over a hour. Second, uber is now charging a extra fee if they don't have enough driver. So now you pay more to get cold food. I am surprised know gas called the health department. I know the temp we are getting our food at are below safety standards, Uber likes to charge a additional fee to be prioritized which cause more of a issue with getting your food on time. I worked for pizzahut for many years and we never charged these outrageous service fees and what's more amazing the delivery apps are double dipping charging the restaurant and the customer and expect tips over the top.",James,"New Market, MD",1,"January 1, 2022",Consumer Affairs
"I’m not a person who complains a lot. And trust me when I say I’ve given them a lot of chances. But it seems like something is always wrong with the service and/or food. Either they can’t find my address, and honestly my address is easy to find, or items are missing, or the food is cold and/or unappetizing. And any time I’ve turned to Uber Eats for support, they just conveniently aren’t available. This time I paid for items I didn’t even receive because “no refund is available.” I tried to connect to the delivery driver and he simply didn’t pick up. So I’m stuck paying for things I can’t even eat, because I didn’t get them. More",Sonja,"Murrieta, CA",1,"December 18, 2021",Consumer Affairs
"Worst customer service! Every time I have tried to use this service something has gone wrong. I have had missing items that they refuse to refund me for. Also, the drivers don't follow instructions. I always ask for the order to be delivered directly to me and instead they leave it at the door. The last driver didn't even ring the bell or knock so I was unaware my food was delivered. It sat in the freezing cold. Uber did nothing for me to rectify the situation.",Danielle,"Minneapolis, MN",1,"December 17, 2021",Consumer Affairs
"This is the worst customer support I have ever dealt with. I have guys working out of town and do not have transportation to go get food so I have them use Uber Eats business but that was a huge mistake. To start off with they delivered the food to wrong address when there was very specific directions I left for them. Took me over an hour to get in contact with someone and then when I finally did they would not help my guys get any food, said they would refund but that’s it. Now keep in mind this is after 9 pm, they are starving working in the freezing cold all day. So they get no help from customer support, tell them to order again so they did and 20 minutes after ordering again this is after 11, get email saying they can’t deliver food, try again somewhere else and customer service still won’t help. I’m very disappointed in this company and will never recommend to anyone. In fact I’ll do the opposite and tell everyone what a piece of crap company it is",Pro,"Summerville, SC",1,"December 15, 2021",Consumer Affairs
"First, let me just say that this is by far the first time I have made a complaint about a driver bringing an order to my home. But, I guess, it happens. I placed an order from Oceanway Liquors, here in Jacksonville, FL, for a bottle of Red wine. Specifically, the wine was Barefoot Cellars Sweet Red Blend, 1.5L red wine (10.5% ABV) $12.99. The total of the order was $21.00. I ordered it December 13, 2021 around 4:30 pm. Order ID #**. I ordered it for my sister who is 44 years old, born 1977. Additionally, I placed other separate orders of food for the home. We are family, so payment is often made either by me, my sister, or my mother. In this case, it was my mother. I added my sister's name as the wine was for her. I was told she only needed to show ID to verify herself and her age. More",Sabrina,"Jacksonville, FL",1,"December 14, 2021",Consumer Affairs
"I checked my Uber Eats driver account. I have 14 positive uber eats customer ratings and 4 negative. I have received tips from several satisfied uber eats customers. So why has uber deactivated my uber eats driver account, accusing me of low ratings, fraud, and abuse? Specifically what fraud and abuse is uber accusing me of? I committed no fraud or abuse! More",Beckett,"Beverly Hills, CA",1,"December 12, 2021",Consumer Affairs
"Uber Eats steals the tips from drivers, Customers in NYC & Westchester county I want You to know that when you tip a delivery person through the app the driver does not actually get the Tip like they are supposed to. Uber delivers should go into the wallet portion of the app hit the arrow on the right-hand side and scroll up to see what has been stolen from you. You will see missing trips, surges, incentive pay, and your missing tips, compare this to your earnings and like me maybe you're missing more than $800.00 Tips, check from the time you started to date and You will see the more runs you do the more they steal. When I contacted Uber the matter still remains unresolved, & part of the run around is that You have to send them screenshots of their App information that they already have, then they will tell You after 3 months that you are not getting any tips for the past present or future. Good luck filing taxes",Stacci,"Larchmont, NY",1,"December 12, 2021",Consumer Affairs
"I had an issue delivering a Uber Eats to the customer, contact the customer and did not answer, try to return to the restaurant and did not accept the return and had to cancel the delivery leaving the customer without his order and unsatisfied. In addition attempted to contact Uber support and they are only open from Monday to Friday. In addition, the Uber app only gave me the option to cancel the delivery. In these cases, Uber Eats should be able to return the amount in full to the customer to avoid any issues.",Erik,"Winter Haven, FL",1,"December 6, 2021",Consumer Affairs
"I have attempted numerous times to reach Uber Eats' Customer Service. It's IMPOSSIBLE! I've had non-deliveries, wrong deliveries, missing food, cold food... All non-edible! I've tried every possible means to get a refund, but Uber Eats provides no means to reach them. A while ago I was able to reach someone on a phone app, it's several days later. I've gone without eating as a result of their terrible service. The only way I'm able to get my refunds is to report Fraud to my bank. What makes my challenges more difficult is that I'm a senior citizen with a traumatic brain injury. Every encounter I have with UE leaves me hungry, frustrated and often in tears! They are out of ADA COMPLIANCE!",LORRY,"Bend, OR",1,"December 4, 2021",Consumer Affairs
I deliver with Uber Eats. Have been cheated out of money multiple times. This last time was told I would receive full far of $16.04 after I delivered order Uber canceled it and paid me only $6.00. Stay away from these crooks. I have been transferred 20 time on the phone for 2 1/2 hours. Keep getting transferred and hung up on. Use another service instead.,Dewayne,"Rogers, AR",1,"December 3, 2021",Consumer Affairs
"I ordered from Checkers Restaurant Location 10711 W.7mile RD 11-29th-2021 at 12:34pm and the driver's profile showed a ** woman and the user name only showed the user name as ""Wright"". I'm watching the tracker and it says delivered. I immediately come to the door and see no one is there! The delivery driver left a picture of only the bag up close not showing it left on my actual porch because he never came to my home. I called the number and a ** man answers the phone not the lady displayed on the profile. I confront him about the order he hangs up on me repeatedly! He scammed me. Yes I received a refund but that's not the principle. That account needs to be investigated and prosecuted. The authorities should check the camera for this person at their drive thru around the time my order was picked up.",Brit,"Detroit, MI",1,"November 30, 2021",Consumer Affairs
Received ice cold food because driver was sent to 2 deliveries before mine. Wrote to customer support and all I get is automated replies from a robot telling me that this is the restaurant's fault and there’s nothing they can do. Clearly this is not the restaurant's fault. Very frustrating and impossible to actually speak to a human.,Steven,"Pointe-Claire, Other",1,"November 29, 2021",Consumer Affairs
"Whenever these guys mess up, they place the cost on the customer, unless you go to 1000% effort, you simply lose your (almost non-existent) value for money to all types of nonsense, including but not limited: 1hr+ deliveries for simple 15 minute journeys, couriers driving past your location 4-5 times in a row before actually finally dropping food off, ice cold food/burnt food from the restaurants (*ahem* food safety please!!), food being swapped for other items without your permission and last, but worst of all - missing items (probably the worst and most common of all of the Uber Eats problem). The reason that the missing items point is the worst point is that you are literally just not compensated in any form for them not being provided. You get no sorry notification or call from anyone, you get no refund, you get no item swap. Seems too much, right? Wrong. It's not too bad for Uber Eats. More",Luke,"London, Other",1,"November 27, 2021",Consumer Affairs
"I have ordered food time and time again with Uber Eats and should have learned 5 trips ago. The food is always cold. This last time, they offered a $2 extra priority order option which I thought would fix the issue. Nope, $2 extra and soggy fries and a cold burger.",Wendy,"Alexandria, VA",1,"November 27, 2021",Consumer Affairs
My very first time using Uber Eats yesterday and it showed the driver picking up food and on its way. All of sudden I received a message stating my order was canceled by support with no explanation what so ever money with a tip still taken out of my account. I will never use Uber Eats again!!!,Tina,"Casa Grande, AZ",1,"November 24, 2021",Consumer Affairs
"I'm a driver for UE and as of late we are still making $2.50 for some deliveries even it they're 15 or 20 minutes away. On top UE might only pay us half of the fare we agreed on before accepting the order. Basically UE are losing their better drivers because we can't afford to work for them. When customers don't tip us we know right away. That makes some drivers not care and gets customers their food whenever. On top some customers don't tip, then they want you to park your car, go upstairs and locate their apartment on the 12th floor all to give you a thumbs down and the initial $2.50 fare or 10 quarters.",shawn,"Cleveland, OH",1,"November 23, 2021",Consumer Affairs
"I've used Uber eats for the last 2 years, I've never had too much trouble. If I was missing food from an order it was always an easy refund. In the last few months they have gotten horrible! CS is a complete joke. Anyone who uses this app knows how hard it is to get help within the app, it is even more frustrating when the reps do not know how to help and they keep closing the chat window making you open another... and another... and another. I finally got pissed off enough to remove my CC from the app, unsubscribe to their ** and delete the app altogether! I'll never give them another penny.",LAURIE,"Homestead, FL",1,"November 19, 2021",Consumer Affairs
"Ordered a pizza from Mellow Mushroom. Didn't receive a confirmation at all and canceled the order within 30 seconds after placing order due to delivery time. Uber sent an email saying that I was charged for the order that they allowed me to cancel. I will dispute the charge but, how many people have they stolen from?",David,"Charlottesville, VA",1,"November 16, 2021",Consumer Affairs
"Uber Eats has been sending me multiple emails a day for months claiming to have an offer for a free first meal (up to a certain amount). I have tried these a few times, and every time after I have put together the order and put in my information, it says that my account is not eligible for promotions. At this point, it seems like they are doing this on purpose hoping I will pay full price since I already have an order together. This is definitely not the case. I will never be using them. Please do not fall for this either.",Toni,"Blackstone, MA",1,"November 12, 2021",Consumer Affairs
In the past week my family has made several food delivery orders from Uber Eats that have been incorrect or not fulfilled that’s I felt this rating was needed. We are very busy household and our delivery services can be quite frequent and costly. Despite highly rated delivery drivers being advertised as our pick up drivers; several of my orders have NOT even been delivered. More,Jessica,"Rahway, NJ",1,"November 12, 2021",Consumer Affairs
Absolutely the worst. Order food at 5 o’clock and at 6:10 the driver just canceled the order. Never called us. No explanation. Of course by this time it’ll be 8 o’clock by the time you eat. I suggest you do not use Uber Eats.,Rick,"Naples, FL",1,"November 12, 2021",Consumer Affairs
"THE WORST. I Placed an order at 8:00 pm for a delivery scheduled at 10:00 PM. At 11:15 PM I received a call from Ubereats telling me that the order was closed by mistake and the driver will be near my house within 10 minutes but cannot see the address. She got my address again and told me it will be there in 10 to 15 minutes. NEVER SHOWED UP and the order remains not canceled, which means that I will have to call the credit card company tomorrow and waste more time disputing the charge, NEVER AGAIN USE UBEREATS.",Mike,"Woodland Hills, CA",1,"November 8, 2021",Consumer Affairs
"Last Saturday, I ordered from McDonald's through Uber Eats. I never received my order. The delivery driver called me because he was lost. He could barely understand English (often the case with their drivers) and could not get a grasp on my directions. While I was on the phone with him someone literally pointed him in the right direction, but he never arrived. Still, Uber Eats refuses to give me a refund. So, they took my money for something I never received.",Veronica,"London, Other",1,"November 2, 2021",Consumer Affairs
I never even got food or was able to complete an order. I signed up because they said they had free delivery if you try it out their service. The first order I placed I was charged $15 for delivery and when I tried to cancel it they charged me for the food that I ordered! I never got the food and yet I was charged for it! What kind of racket is this? Run as fast as you can in the opposite direction! Never trust them and if I could give less than one star I would.,D.L.,"Rimrock, AZ",1,"October 24, 2021",Consumer Affairs
"We ordered Mexican food. Our order cost a little over 100.00. The delivery person, Jessica never delivered the food but marked it as ""delivered"" on the app. She got away with all the food plus the 15.00 tip.",Diana,"Fort Worth, TX",1,"October 24, 2021",Consumer Affairs
Uber Eats does not care about its customer. Drivers do not check orders to ensure what they are picking up matches what was ordered. You end up getting half of your meal which ends up being cold by the time you get through to customer service letting them know the item is missing and all they do is refund you for items that were actually charged to you. Your mean and evening end up being ruined. I don't know what you get for the high Service Fee Uber Eats charges.,Derek,"Whitby, Other",1,"October 23, 2021",Consumer Affairs
"First I was charged with a cancellation fee for a ride which never arrived, tried to contact the driver several times before canceling but couldn’t contact. Secondly got a completely wrong order from a wrong shop and when I tried to contact the delivery person it said the caller id is blocked, the only way I could complain was by e mails and got no replies for hours. Very disappointed with customer service. There are no any ways to contact and correct when such issues happen. Not gonna use any of Uber services hereafter. Not just once had to face such issues. Several times.",Priya,"Homagama, Other",1,"October 20, 2021",Consumer Affairs
I’ve been online today with a Halle B. I explain to her the situation with the food not being safe. It smelled bad and then I was missing another meal. She stated she will refund me $18.80 but what she also did was double charge me $18.80 because my card had an overdraft of $37. When I called the bank they told me that at 11:49 today I was double charged. When I reached out to them they kept telling me that they were refunding me the $18.80. But they weren’t listening to me as I told them they charged me twice for the same food. They need to refund me my $37 not $18:80 because you’re not doing me any favors by giving me back what I didn’t receive but then to take extra money to make it look like you’re giving me a refund. More,Alberto,"Jersey City, NJ",1,"October 17, 2021",Consumer Affairs
"First it's actually 0 stars. I order my food from a restaurant that is only 10 mins away. They gave me a 45min window that I was ok with. But after waiting a hour and a half I called the store and was told, ""No one came to pick up your order."" They also said Uber Eats is always late picking up food. So I decided to go pick up my food myself. When I arrived to the store the owner apologized and told me never to use Uber Eats. They are bad business and DoorDash is great! So after getting my food finally I went through the run around with uber eats CS line and was told a specialist will handle my order and email me the details. It's been 4 days. I haven't saw or heard anything. I pretty much paid them to pick up my own food! WORST COMPANY EVER for food delivery.",Joe,"Essex, MD",1,"October 12, 2021",Consumer Affairs
"On multiple occasions after I have placed an order to a restaurant with Uber Eats, and after waiting the entire time for when the food should be delivered, I get a cancellation notice. One time for no drivers available, most recent time today on Oct 9th, 2021 for unclear reason, the driver delivered to someone else! I am finally done with Uber Eats! I am canceling my account! In fact I hold stock in Uber! I will sell that at the most optimal time possible! I will cancel my Uber account as well! So long Uber!",Haitham,"Union City, CA",1,"October 10, 2021",Consumer Affairs
"Hello, I've recently placed an order through Uber Eats and Then I canceled my order. My order was an expensive order so working in customer service you know you have to give the system and the bank time to process my refund right so I message Uber Eats customer support just to be told ""Oh well. Better luck next time."" And it isn't right. I'll never order from the app again until some changes are made. Uber Eats is overpriced and they don't value their customers.",Tikya,"Amarillo, TX",1,"October 5, 2021",Consumer Affairs
"10/01/01 5pm pickup from Ft. Worth, TX. Jacksboro Hwy & River Oaks Blvd. When delivered I was sitting on couch looking out on porch, I saw a small child that tripped and got up and ran off, the drinks had been spilled and food smashed, by the time I got up to see her getting in a car with female driver who sent her child to do her job, I was concerned about the child not drinks or food, no option for any info on driver and impossible to call Uber Eats or file complaint. To me this was putting her child in danger doing her job. Driver needs to be fired.",r,"Fort Worth, TX",1,"October 2, 2021",Consumer Affairs
"I have made an order of 37 pounds this week for 4 menus out of which I have received only 1. The restaurant did not pick up my phone calls and when I reported the missing items to you, you refunded only 10 pounds which is less than half of the value of the missing items. I have emailed and nobody answered, I enquired via the app and was told that because the order was over 48 hours, I would not receive a further refund. I paid, did not receive the items, told you straight after and the fact that it took you 48 hours to respond somehow means that you can keep your customer’s money. My chat line has been closed and nobody will do anything but send the same automatic reply. Needless to say that I will never use Uber Eats again, this is stealing.",Cat,"London, Other",1,"August 15, 2021",Consumer Affairs
"Normally I'm ok using the app to contact customer service, but not when I have an issue that requires immediate assistance. Not offering a phone support line is cheap, unethical, and very lazy on Uber's part (there is a number if you search the net wide... and I mean wide, but it's an answering service that instructs you to use the app then hangs up on you). Email - no reply also. Crucial components of my order were missing. Not sure if I'll be getting a refund, hours later still waiting to hear back from their not so helpful app ""support"". Very UNenjoyable meals, lacking the very thing that makes them, and no way to get help on the spot when I needed it. Instead, left to source food elsewhere or eat substandard, full-priced meals, whilst feeling ripped off without suitable recourse.",Jo,"Nashville, TN",1,"August 13, 2021",Consumer Affairs
To start off I wouldn't even give this app a one star or any star at all on how bad they handle their customer service and app. I made an order to come to my home and somehow they used a different address. I took screenshots of the change in address. I did and a screenshot of my order once made bcs I have had other issues with this app in the past. I tried to get in touch with the driver. Well the driver refused to change the address. Well since that was not working I quickly went to Uber Eats to ask them to refund my money before this driver placed complete on my order. Well UBER EATS refused to refund me my money and or tip for this discrepancy and stated that I should make another order why would I waste money again if I never got my meal. I have screenshots of every thing bcs somehow I knew this app was going to act up. More,Yashira,"Sanford, FL",1,"August 10, 2021",Consumer Affairs
Warning: Uber Eats is stealing my payment information - I keep getting calls from my Discover card company that uber is trying [once again] to charge fraudulent orders to my discover card. What is even worse is that uber eats has absolutely no way of making contact with them to report this matter to uber eats. Use uber eats at your own risk,Tammy,"Knoxville, TN",1,"August 5, 2021",Consumer Affairs
